timestamp,batch,processed,total,success,fail,error,accuracy,avg_time
2024-12-11T13:44:03.421796,1,10,10,0,0,10,0.00,0.9130
2024-12-11T13:48:10.760734,1,10,10,0,3,7,0.00,13.1219
